Date,Statement
    "

29/10/2014,"
       Information received since the Federal Open Market Committee met in September suggests that economic activity is expanding at a moderate pace.  Labor market conditions improved somewhat further with solid job gains and a lower unemployment rate.  On balance a range of labor market indicators suggests that underutilization of labor resources is gradually diminishing.  Household spending is rising moderately and business fixed investment is advancing while the recovery in the housing sector remains slow.  Inflation has continued to run below the Committee's longer-run objective.  Market-based measures of inflation compensation have declined somewhat; survey-based measures of longer-term inflation expectations have remained stable. 
    
       Consistent with its statutory mandate the Committee seeks to foster maximum employment and price stability.  The Committee expects that with appropriate policy accommodation economic activity will expand at a moderate pace with labor market indicators and inflation moving toward levels the Committee judges consistent with its dual mandate.  The Committee sees the risks to the outlook for economic activity and the labor market as nearly balanced.  Although inflation in the near term will likely be held down by lower energy prices and other factors the Committee judges that the likelihood of inflation running persistently below 2 percent has diminished somewhat since early this year. 
    
       The Committee judges that there has been a substantial improvement in the outlook for the labor market since the inception of its current asset purchase program.  Moreover the Committee continues to see sufficient underlying strength in the broader economy to support ongoing progress toward maximum employment in a context of price stability.  Accordingly the Committee decided to conclude its asset purchase program this month.  The Committee is maintaining its existing policy of reinvesting principal payments from its holdings of agency debt and agency mortgage-backed securities in agency mortgage-backed securities and of rolling over maturing Treasury securities at auction.  This policy by keeping the Committee's holdings of longer-term securities at sizable levels should help maintain accommodative financial conditions. 
    
       To support continued progress toward maximum employment and price stability the Committee today reaffirmed its view that the current 0 to 1/4 percent target range for the federal funds rate remains appropriate.  In determining how long to maintain this target range the Committee will assess progress--both realized and expected--toward its objectives of maximum employment and 2 percent inflation.  This assessment will take into account a wide range of information including measures of labor market conditions indicators of inflation pressures and inflation expectations and readings on financial developments.  The Committee anticipates based on its current assessment that it likely will be appropriate to maintain the 0 to 1/4 percent target range for the federal funds rate for a considerable time following the end of its asset purchase program this month especially if projected inflation continues to run below the Committee's 2 percent longer-run goal and provided that longer-term inflation expectations remain well anchored.  However if incoming information indicates faster progress toward the Committee's employment and inflation objectives than the Committee now expects then increases in the target range for the federal funds rate are likely to occur sooner than currently anticipated.  Conversely if progress proves slower than expected then increases in the target range are likely to occur later than currently anticipated. 
    
       When the Committee decides to begin to remove policy accommodation it will take a balanced approach consistent with its longer-run goals of maximum employment and inflation of 2 percent.  The Committee currently anticipates that even after employment and inflation are near mandate-consistent levels economic conditions may for some time warrant keeping the target federal funds rate below levels the Committee views as normal in the longer run. 
    
        Voting against the action was Narayana Kocherlakota who believed that in light of continued sluggishness in the inflation outlook and the recent slide in market-based measures of longer-term inflation expectations the Committee should commit to keeping the current target range for the federal funds rate at least until the one-to-two-year ahead inflation outlook has returned to 2 percent and should continue the asset purchase program at its current level. 
    
        
    "

17/12/2014,"
       Information received since the Federal Open Market Committee met in October suggests that economic activity is expanding at a moderate pace.  Labor market conditions improved further with solid job gains and a lower unemployment rate.  On balance a range of labor market indicators suggests that underutilization of labor resources continues to diminish.  Household spending is rising moderately and business fixed investment is advancing while the recovery in the housing sector remains slow.  Inflation has continued to run below the Committee's longer-run objective partly reflecting declines in energy prices.  Market-based measures of inflation compensation have declined somewhat further; survey-based measures of longer-term inflation expectations have remained stable. 
    
       Consistent with its statutory mandate the Committee seeks to foster maximum employment and price stability.  The Committee expects that with appropriate policy accommodation economic activity will expand at a moderate pace with labor market indicators moving toward levels the Committee judges consistent with its dual mandate.  The Committee sees the risks to the outlook for economic activity and the labor market as nearly balanced.  The Committee expects inflation to rise gradually toward 2 percent as the labor market improves further and the transitory effects of lower energy prices and other factors dissipate.  The Committee continues to monitor inflation developments closely. 
    
       To support continued progress toward maximum employment and price stability the Committee today reaffirmed its view that the current 0 to 1/4 percent target range for the federal funds rate remains appropriate.  In determining how long to maintain this target range the Committee will assess progress--both realized and expected--toward its objectives of maximum employment and 2 percent inflation.  This assessment will take into account a wide range of information including measures of labor market conditions indicators of inflation pressures and inflation expectations and readings on financial developments.  Based on its current assessment the Committee judges that it can be patient in beginning to normalize the stance of monetary policy.  The Committee sees this guidance as consistent with its previous statement that it likely will be appropriate to maintain the 0 to 1/4 percent target range for the federal funds rate for a considerable time following the end of its asset purchase program in October especially if projected inflation continues to run below the Committee's 2 percent longer-run goal and provided that longer-term inflation expectations remain well anchored.  However if incoming information indicates faster progress toward the Committee's employment and inflation objectives than the Committee now expects then increases in the target range for the federal funds rate are likely to occur sooner than currently anticipated.  Conversely if progress proves slower than expected then increases in the target range are likely to occur later than currently anticipated. 
    
       The Committee is maintaining its existing policy of reinvesting principal payments from its holdings of agency debt and agency mortgage-backed securities in agency mortgage-backed securities and of rolling over maturing Treasury securities at auction.  This policy by keeping the Committee's holdings of longer-term securities at sizable levels should help maintain accommodative financial conditions. 
    
       When the Committee decides to begin to remove policy accommodation it will take a balanced approach consistent with its longer-run goals of maximum employment and inflation of 2 percent.  The Committee currently anticipates that even after employment and inflation are near mandate-consistent levels economic conditions may for some time warrant keeping the target federal funds rate below levels the Committee views as normal in the longer run. 
    
       
       Voting against the action were Richard W.  Fisher who believed that while the Committee should be patient in beginning to normalize monetary policy improvement in the U. S.  economic performance since October has moved forward further than the majority of the Committee envisions the date when it will likely be appropriate to increase the federal funds rate; Narayana Kocherlakota who believed that the Committee's decision in the context of ongoing low inflation and falling market-based measures of longer-term inflation expectations created undue downside risk to the credibility of the 2 percent inflation target; and Charles I.  Plosser who believed that the statement should not stress the importance of the passage of time as a key element of its forward guidance and given the improvement in economic conditions should not emphasize the consistency of the current forward guidance with previous statements. 
    "

28/01/2015,"
       Information received since the Federal Open Market Committee met in December suggests that economic activity has been expanding at a solid pace. Labor market conditions have improved further with strong job gains and a lower unemployment rate. On balance a range of labor market indicators suggests that underutilization of labor resources continues to diminish. Household spending is rising moderately; recent declines in energy prices have boosted household purchasing power. Business fixed investment is advancing while the recovery in the housing sector remains slow. Inflation has declined further below the Committee longer-run objective largely reflecting declines in energy prices. Market-based measures of inflation compensation have declined substantially in recent months; survey-based measures of longer-term inflation expectations have remained stable. 
    
       Consistent with its statutory mandate the Committee seeks to foster maximum employment and price stability. The Committee expects that with appropriate policy accommodation economic activity will expand at a moderate pace with labor market indicators continuing to move toward levels the Committee judges consistent with its dual mandate. The Committee continues to see the risks to the outlook for economic activity and the labor market as nearly balanced. Inflation is anticipated to decline further in the near term but the Committee expects inflation to rise gradually toward 2 percent over the medium term as the labor market improves further and the transitory effects of lower energy prices and other factors dissipate. The Committee continues to monitor inflation developments closely. 
    
       To support continued progress toward maximum employment and price stability the Committee today reaffirmed its view that the current 0 to 1/4 percent target range for the federal funds rate remains appropriate. In determining how long to maintain this target range the Committee will assess progress--both realized and expected--toward its objectives of maximum employment and 2 percent inflation. This assessment will take into account a wide range of information including measures of labor market conditions indicators of inflation pressures and inflation expectations and readings on financial and international developments. Based on its current assessment the Committee judges that it can be patient in beginning to normalize the stance of monetary policy. However if incoming information indicates faster progress toward the Committee employment and inflation objectives than the Committee now expects then increases in the target range for the federal funds rate are likely to occur sooner than currently anticipated. Conversely if progress proves slower than expected then increases in the target range are likely to occur later than currently anticipated. 
    
       The Committee is maintaining its existing policy of reinvesting principal payments from its holdings of agency debt and agency mortgage-backed securities in agency mortgage-backed securities and of rolling over maturing Treasury securities at auction. This policy by keeping the Committee holdings of longer-term securities at sizable levels should help maintain accommodative financial conditions. 
    
       When the Committee decides to begin to remove policy accommodation it will take a balanced approach consistent with its longer-run goals of maximum employment and inflation of 2 percent. The Committee currently anticipates that even after employment and inflation are near mandate-consistent levels economic conditions may for some time warrant keeping the target federal funds rate below levels the Committee views as normal in the longer run. 
    
    
    "

18/03/2015,"
       Information received since the Federal Open Market Committee met in January suggests that economic growth has moderated somewhat.  Labor market conditions have improved further with strong job gains and a lower unemployment rate.  A range of labor market indicators suggests that underutilization of labor resources continues to diminish.  Household spending is rising moderately; declines in energy prices have boosted household purchasing power.  Business fixed investment is advancing while the recovery in the housing sector remains slow and export growth has weakened.  Inflation has declined further below the Committee's longer-run objective largely reflecting declines in energy prices.  Market-based measures of inflation compensation remain low; survey-based measures of longer-term inflation expectations have remained stable. 
    
       Consistent with its statutory mandate the Committee seeks to foster maximum employment and price stability.  The Committee expects that with appropriate policy accommodation economic activity will expand at a moderate pace with labor market indicators continuing to move toward levels the Committee judges consistent with its dual mandate.  The Committee continues to see the risks to the outlook for economic activity and the labor market as nearly balanced.  Inflation is anticipated to remain near its recent low level in the near term but the Committee expects inflation to rise gradually toward 2 percent over the medium term as the labor market improves further and the transitory effects of energy price declines and other factors dissipate.  The Committee continues to monitor inflation developments closely. 
    
       To support continued progress toward maximum employment and price stability the Committee today reaffirmed its view that the current 0 to 1/4 percent target range for the federal funds rate remains appropriate.  In determining how long to maintain this target range the Committee will assess progress--both realized and expected--toward its objectives of maximum employment and 2 percent inflation.  This assessment will take into account a wide range of information including measures of labor market conditions indicators of inflation pressures and inflation expectations and readings on financial and international developments.  Consistent with its previous statement the Committee judges that an increase in the target range for the federal funds rate remains unlikely at the April FOMC meeting.  The Committee anticipates that it will be appropriate to raise the target range for the federal funds rate when it has seen further improvement in the labor market and is reasonably confident that inflation will move back to its 2 percent objective over the medium term.  This change in the forward guidance does not indicate that the Committee has decided on the timing of the initial increase in the target range. 
    
       The Committee is maintaining its existing policy of reinvesting principal payments from its holdings of agency debt and agency mortgage-backed securities in agency mortgage-backed securities and of rolling over maturing Treasury securities at auction.  This policy by keeping the Committee's holdings of longer-term securities at sizable levels should help maintain accommodative financial conditions. 
    
       When the Committee decides to begin to remove policy accommodation it will take a balanced approach consistent with its longer-run goals of maximum employment and inflation of 2 percent.  The Committee currently anticipates that even after employment and inflation are near mandate-consistent levels economic conditions may for some time warrant keeping the target federal funds rate below levels the Committee views as normal in the longer run. 
    
      "

29/04/2015,"
       Information received since the Federal Open Market Committee met in March suggests that economic growth slowed during the winter months in part reflecting transitory factors.  The pace of job gains moderated and the unemployment rate remained steady.  A range of labor market indicators suggests that underutilization of labor resources was little changed.  Growth in household spending declined; households' real incomes rose strongly partly reflecting earlier declines in energy prices and consumer sentiment remains high.  Business fixed investment softened the recovery in the housing sector remained slow and exports declined.  Inflation continued to run below the Committee's longer-run objective partly reflecting earlier declines in energy prices and decreasing prices of non-energy imports.  Market-based measures of inflation compensation remain low; survey-based measures of longer-term inflation expectations have remained stable. 
    
       Consistent with its statutory mandate the Committee seeks to foster maximum employment and price stability.  Although growth in output and employment slowed during the first quarter the Committee continues to expect that with appropriate policy accommodation economic activity will expand at a moderate pace with labor market indicators continuing to move toward levels the Committee judges consistent with its dual mandate.  The Committee continues to see the risks to the outlook for economic activity and the labor market as nearly balanced.  Inflation is anticipated to remain near its recent low level in the near term but the Committee expects inflation to rise gradually toward 2 percent over the medium term as the labor market improves further and the transitory effects of declines in energy and import prices dissipate.  The Committee continues to monitor inflation developments closely. 
    
       To support continued progress toward maximum employment and price stability the Committee today reaffirmed its view that the current 0 to 1/4 percent target range for the federal funds rate remains appropriate.  In determining how long to maintain this target range the Committee will assess progress--both realized and expected--toward its objectives of maximum employment and 2 percent inflation.  This assessment will take into account a wide range of information including measures of labor market conditions indicators of inflation pressures and inflation expectations and readings on financial and international developments.  The Committee anticipates that it will be appropriate to raise the target range for the federal funds rate when it has seen further improvement in the labor market and is reasonably confident that inflation will move back to its 2 percent objective over the medium term. 
    
       The Committee is maintaining its existing policy of reinvesting principal payments from its holdings of agency debt and agency mortgage-backed securities in agency mortgage-backed securities and of rolling over maturing Treasury securities at auction.  This policy by keeping the Committee's holdings of longer-term securities at sizable levels should help maintain accommodative financial conditions. 
    
       When the Committee decides to begin to remove policy accommodation it will take a balanced approach consistent with its longer-run goals of maximum employment and inflation of 2 percent.  The Committee currently anticipates that even after employment and inflation are near mandate-consistent levels economic conditions may for some time warrant keeping the target federal funds rate below levels the Committee views as normal in the longer run. 
    
       "

17/06/2015,"
      Information received since the Federal Open Market Committee met in April suggests that economic activity has been expanding moderately after having changed little during the first quarter.  The pace of job gains picked up while the unemployment rate remained steady.  On balance a range of labor market indicators suggests that underutilization of labor resources diminished somewhat.  Growth in household spending has been moderate and the housing sector has shown some improvement; however business fixed investment and net exports stayed soft.  Inflation continued to run below the Committee's longer-run objective partly reflecting earlier declines in energy prices and decreasing prices of non-energy imports; energy prices appear to have stabilized.  Market-based measures of inflation compensation remain low; survey-based measures of longer-term inflation expectations have remained stable. 
    
      Consistent with its statutory mandate the Committee seeks to foster maximum employment and price stability.  The Committee expects that with appropriate policy accommodation economic activity will expand at a moderate pace with labor market indicators continuing to move toward levels the Committee judges consistent with its dual mandate.  The Committee continues to see the risks to the outlook for economic activity and the labor market as nearly balanced.  Inflation is anticipated to remain near its recent low level in the near term but the Committee expects inflation to rise gradually toward 2 percent over the medium term as the labor market improves further and the transitory effects of earlier declines in energy and import prices dissipate.  The Committee continues to monitor inflation developments closely. 
    
      To support continued progress toward maximum employment and price stability the Committee today reaffirmed its view that the current 0 to 1/4 percent target range for the federal funds rate remains appropriate.  In determining how long to maintain this target range the Committee will assess progress--both realized and expected--toward its objectives of maximum employment and 2 percent inflation.  This assessment will take into account a wide range of information including measures of labor market conditions indicators of inflation pressures and inflation expectations and readings on financial and international developments.  The Committee anticipates that it will be appropriate to raise the target range for the federal funds rate when it has seen further improvement in the labor market and is reasonably confident that inflation will move back to its 2 percent objective over the medium term. 
    
      The Committee is maintaining its existing policy of reinvesting principal payments from its holdings of agency debt and agency mortgage-backed securities in agency mortgage-backed securities and of rolling over maturing Treasury securities at auction.  This policy by keeping the Committee's holdings of longer-term securities at sizable levels should help maintain accommodative financial conditions. 
    
      When the Committee decides to begin to remove policy accommodation it will take a balanced approach consistent with its longer-run goals of maximum employment and inflation of 2 percent.  The Committee currently anticipates that even after employment and inflation are near mandate-consistent levels economic conditions may for some time warrant keeping the target federal funds rate below levels the Committee views as normal in the longer run. 
    
       
    "

29/07/2015,"
      Information received since the Federal Open Market Committee met in June indicates that economic activity has been expanding moderately in recent months.  Growth in household spending has been moderate and the housing sector has shown additional improvement; however business fixed investment and net exports stayed soft.  The labor market continued to improve with solid job gains and declining unemployment.  On balance a range of labor market indicators suggests that underutilization of labor resources has diminished since early this year.  Inflation continued to run below the Committee's longer-run objective partly reflecting earlier declines in energy prices and decreasing prices of non-energy imports.  Market-based measures of inflation compensation remain low; surveybased measures of longer-term inflation expectations have remained stable. 
    
      Consistent with its statutory mandate the Committee seeks to foster maximum employment and price stability.  The Committee expects that with appropriate policy accommodation economic activity will expand at a moderate pace with labor market indicators continuing to move toward levels the Committee judges consistent with its dual mandate.  The Committee continues to see the risks to the outlook for economic activity and the labor market as nearly balanced.  Inflation is anticipated to remain near its recent low level in the near term but the Committee expects inflation to rise gradually toward 2 percent over the medium term as the labor market improves further and the transitory effects of earlier declines in energy and import prices dissipate.  The Committee continues to monitor inflation developments closely. 
    
      To support continued progress toward maximum employment and price stability the Committee today reaffirmed its view that the current 0 to 1/4 percent target range for the federal funds rate remains appropriate.  In determining how long to maintain this target range the Committee will assess progress--both realized and expected--toward its objectives of maximum employment and 2 percent inflation.  This assessment will take into account a wide range of information including measures of labor market conditions indicators of inflation pressures and inflation expectations and readings on financial and international developments.  The Committee anticipates that it will be appropriate to raise the target range for the federal funds rate when it has seen some further improvement in the labor market and is reasonably confident that inflation will move back to its 2 percent objective over the medium term. 
    
      The Committee is maintaining its existing policy of reinvesting principal payments from its holdings of agency debt and agency mortgage-backed securities in agency mortgage-backed securities and of rolling over maturing Treasury securities at auction.  This policy by keeping the Committee's holdings of longer-term securities at sizable levels should help maintain accommodative financial conditions. 
    
      When the Committee decides to begin to remove policy accommodation it will take a balanced approach consistent with its longer-run goals of maximum employment and inflation of 2 percent.  The Committee currently anticipates that even after employment and inflation are near mandate-consistent levels economic conditions may for some time warrant keeping the target federal funds rate below levels the Committee views as normal in the longer run. 
    
     
    "

17/09/2015,"
      Information received since the Federal Open Market Committee met in July suggests that economic activity is expanding at a moderate pace.  Household spending and business fixed investment have been increasing moderately and the housing sector has improved further; however net exports have been soft.  The labor market continued to improve with solid job gains and declining unemployment.  On balance labor market indicators show that underutilization of labor resources has diminished since early this year.  Inflation has continued to run below the Committee's longer-run objective partly reflecting declines in energy prices and in prices of non-energy imports.  Market-based measures of inflation compensation moved lower; survey-based measures of longer-term inflation expectations have remained stable. 
    
      Consistent with its statutory mandate the Committee seeks to foster maximum employment and price stability.  Recent global economic and financial developments may restrain economic activity somewhat and are likely to put further downward pressure on inflation in the near term.  Nonetheless the Committee expects that with appropriate policy accommodation economic activity will expand at a moderate pace with labor market indicators continuing to move toward levels the Committee judges consistent with its dual mandate.  The Committee continues to see the risks to the outlook for economic activity and the labor market as nearly balanced but is monitoring developments abroad.  Inflation is anticipated to remain near its recent low level in the near term but the Committee expects inflation to rise gradually toward 2 percent over the medium term as the labor market improves further and the transitory effects of declines in energy and import prices dissipate.  The Committee continues to monitor inflation developments closely. 
    
      To support continued progress toward maximum employment and price stability the Committee today reaffirmed its view that the current 0 to 1/4 percent target range for the federal funds rate remains appropriate.  In determining how long to maintain this target range the Committee will assess progress--both realized and expected--toward its objectives of maximum employment and 2 percent inflation.  This assessment will take into account a wide range of information including measures of labor market conditions indicators of inflation pressures and inflation expectations and readings on financial and international developments.  The Committee anticipates that it will be appropriate to raise the target range for the federal funds rate when it has seen some further improvement in the labor market and is reasonably confident that inflation will move back to its 2 percent objective over the medium term. 
    
      The Committee is maintaining its existing policy of reinvesting principal payments from its holdings of agency debt and agency mortgage-backed securities in agency mortgage-backed securities and of rolling over maturing Treasury securities at auction.  This policy by keeping the Committee's holdings of longer-term securities at sizable levels should help maintain accommodative financial conditions. 
    
      When the Committee decides to begin to remove policy accommodation it will take a balanced approach consistent with its longer-run goals of maximum employment and inflation of 2 percent.  The Committee currently anticipates that even after employment and inflation are near mandate-consistent levels economic conditions may for some time warrant keeping the target federal funds rate below levels the Committee views as normal in the longer run. 
    
         Voting against the action was Jeffrey M.  Lacker who preferred to raise the target range for the federal funds rate by 25 basis points at this meeting. 
    "

28/10/2015,"
      Information received since the Federal Open Market Committee met in September suggests that economic activity has been expanding at a moderate pace.  Household spending and business fixed investment have been increasing at solid rates in recent months and the housing sector has improved further; however net exports have been soft.  The pace of job gains slowed and the unemployment rate held steady.  Nonetheless labor market indicators on balance show that underutilization of labor resources has diminished since early this year.  Inflation has continued to run below the Committee's longer-run objective partly reflecting declines in energy prices and in prices of non-energy imports.  Market-based measures of inflation compensation moved slightly lower; survey-based measures of longer-term inflation expectations have remained stable. 
    
      Consistent with its statutory mandate the Committee seeks to foster maximum employment and price stability.  The Committee expects that with appropriate policy accommodation economic activity will expand at a moderate pace with labor market indicators continuing to move toward levels the Committee judges consistent with its dual mandate.  The Committee continues to see the risks to the outlook for economic activity and the labor market as nearly balanced but is monitoring global economic and financial developments.  Inflation is anticipated to remain near its recent low level in the near term but the Committee expects inflation to rise gradually toward 2 percent over the medium term as the labor market improves further and the transitory effects of declines in energy and import prices dissipate.  The Committee continues to monitor inflation developments closely. 
    
      To support continued progress toward maximum employment and price stability the Committee today reaffirmed its view that the current 0 to 1/4 percent target range for the federal funds rate remains appropriate.  In determining whether it will be appropriate to raise the target range at its next meeting the Committee will assess progress--both realized and expected--toward its objectives of maximum employment and 2 percent inflation.  This assessment will take into account a wide range of information including measures of labor market conditions indicators of inflation pressures and inflation expectations and readings on financial and international developments.  The Committee anticipates that it will be appropriate to raise the target range for the federal funds rate when it has seen some further improvement in the labor market and is reasonably confident that inflation will move back to its 2 percent objective over the medium term. 
    
      The Committee is maintaining its existing policy of reinvesting principal payments from its holdings of agency debt and agency mortgage-backed securities in agency mortgage-backed securities and of rolling over maturing Treasury securities at auction.  This policy by keeping the Committee's holdings of longer-term securities at sizable levels should help maintain accommodative financial conditions. 
    
      When the Committee decides to begin to remove policy accommodation it will take a balanced approach consistent with its longer-run goals of maximum employment and inflation of 2 percent.  The Committee currently anticipates that even after employment and inflation are near mandate-consistent levels economic conditions may for some time warrant keeping the target federal funds rate below levels the Committee views as normal in the longer run. 
    
      Voting against the action was Jeffrey M.  Lacker who preferred to raise the target range for the federal funds rate by 25 basis points at this meeting. 
    "

16/12/2015,Information received since the Federal Open Market Committee met in October suggests that economic activity has been expanding at a moderate pace.  Household spending and business fixed investment have been increasing at solid rates in recent months and the housing sector has improved further; however net exports have been soft.  A range of recent labor market indicators including ongoing job gains and declining unemployment shows further improvement and confirms that underutilization of labor resources has diminished appreciably since early this year.  Inflation has continued to run below the Committee's 2 percent longer-run objective partly reflecting declines in energy prices and in prices of non-energy imports.  Market-based measures of inflation compensation remain low; some survey-based measures of longer-term inflation expectations have edged down. Consistent with its statutory mandate the Committee seeks to foster maximum employment and price stability.  The Committee currently expects that with gradual adjustments in the stance of monetary policy economic activity will continue to expand at a moderate pace and labor market indicators will continue to strengthen.  Overall taking into account domestic and international developments the Committee sees the risks to the outlook for both economic activity and the labor market as balanced.  Inflation is expected to rise to 2 percent over the medium term as the transitory effects of declines in energy and import prices dissipate and the labor market strengthens further.  The Committee continues to monitor inflation developments closely. The Committee judges that there has been considerable improvement in labor market conditions this year and it is reasonably confident that inflation will rise over the medium term to its 2 percent objective.  Given the economic outlook and recognizing the time it takes for policy actions to affect future economic outcomes the Committee decided to raise the target range for the federal funds rate to 1/4 to 1/2 percent.  The stance of monetary policy remains accommodative after this increase thereby supporting further improvement in labor market conditions and a return to 2 percent inflation. In determining the timing and size of future adjustments to the target range for the federal funds rate the Committee will assess realized and expected economic conditions relative to its objectives of maximum employment and 2 percent inflation.  This assessment will take into account a wide range of information including measures of labor market conditions indicators of inflation pressures and inflation expectations and readings on financial and international developments.  In light of the current shortfall of inflation from 2 percent the Committee will carefully monitor actual and expected progress toward its inflation goal.  The Committee expects that economic conditions will evolve in a manner that will warrant only gradual increases in the federal funds rate; the federal funds rate is likely to remain for some time below levels that are expected to prevail in the longer run.  However the actual path of the federal funds rate will depend on the economic outlook as informed by incoming data. The Committee is maintaining its existing policy of reinvesting principal payments from its holdings of agency debt and agency mortgage-backed securities in agency mortgage-backed securities and of rolling over maturing Treasury securities at auction and it anticipates doing so until normalization of the level of the federal funds rate is well under way.  This policy by keeping the Committee's holdings of longer-term securities at sizable levels should help maintain accommodative financial conditions. 

27/01/2016,Information received since the Federal Open Market Committee met in December suggests that labor market conditions improved further even as economic growth slowed late last year.  Household spending and business fixed investment have been increasing at moderate rates in recent months and the housing sector has improved further; however net exports have been soft and inventory investment slowed.  A range of recent labor market indicators including strong job gains points to some additional decline in underutilization of labor resources.  Inflation has continued to run below the Committee's 2 percent longer-run objective partly reflecting declines in energy prices and in prices of non-energy imports.  Market-based measures of inflation compensation declined further; survey-based measures of longer-term inflation expectations are little changed on balance in recent months. Consistent with its statutory mandate the Committee seeks to foster maximum employment and price stability.  The Committee currently expects that with gradual adjustments in the stance of monetary policy economic activity will expand at a moderate pace and labor market indicators will continue to strengthen.  Inflation is expected to remain low in the near term in part because of the further declines in energy prices but to rise to 2 percent over the medium term as the transitory effects of declines in energy and import prices dissipate and the labor market strengthens further.  The Committee is closely monitoring global economic and financial developments and is assessing their implications for the labor market and inflation and for the balance of risks to the outlook. Given the economic outlook the Committee decided to maintain the target range for the federal funds rate at 1/4 to 1/2 percent.  The stance of monetary policy remains accommodative thereby supporting further improvement in labor market conditions and a return to 2 percent inflation. In determining the timing and size of future adjustments to the target range for the federal funds rate the Committee will assess realized and expected economic conditions relative to its objectives of maximum employment and 2 percent inflation.  This assessment will take into account a wide range of information including measures of labor market conditions indicators of inflation pressures and inflation expectations and readings on financial and international developments.  In light of the current shortfall of inflation from 2 percent the Committee will carefully monitor actual and expected progress toward its inflation goal.  The Committee expects that economic conditions will evolve in a manner that will warrant only gradual increases in the federal funds rate; the federal funds rate is likely to remain for some time below levels that are expected to prevail in the longer run.  However the actual path of the federal funds rate will depend on the economic outlook as informed by incoming data. The Committee is maintaining its existing policy of reinvesting principal payments from its holdings of agency debt and agency mortgage-backed securities in agency mortgage-backed securities and of rolling over maturing Treasury securities at auction and it anticipates doing so until normalization of the level of the federal funds rate is well under way.  This policy by keeping the Committee's holdings of longer-term securities at sizable levels should help maintain accommodative financial conditions.  

16/03/2016,Information received since the Federal Open Market Committee met in January suggests that economic activity has been expanding at a moderate pace despite the global economic and financial developments of recent months.  Household spending has been increasing at a moderate rate and the housing sector has improved further; however business fixed investment and net exports have been soft.  A range of recent indicators including strong job gains points to additional strengthening of the labor market.  Inflation picked up in recent months; however it continued to run below the Committee's 2 percent longer-run objective partly reflecting declines in energy prices and in prices of non-energy imports.  Market-based measures of inflation compensation remain low; survey-based measures of longer-term inflation expectations are little changed on balance in recent months. Consistent with its statutory mandate the Committee seeks to foster maximum employment and price stability.  The Committee currently expects that with gradual adjustments in the stance of monetary policy economic activity will expand at a moderate pace and labor market indicators will continue to strengthen.  However global economic and financial developments continue to pose risks.  Inflation is expected to remain low in the near term in part because of earlier declines in energy prices but to rise to 2 percent over the medium term as the transitory effects of declines in energy and import prices dissipate and the labor market strengthens further.  The Committee continues to monitor inflation developments closely. Against this backdrop the Committee decided to maintain the target range for the federal funds rate at 1/4 to 1/2 percent.  The stance of monetary policy remains accommodative thereby supporting further improvement in labor market conditions and a return to 2 percent inflation. In determining the timing and size of future adjustments to the target range for the federal funds rate the Committee will assess realized and expected economic conditions relative to its objectives of maximum employment and 2 percent inflation.  This assessment will take into account a wide range of information including measures of labor market conditions indicators of inflation pressures and inflation expectations and readings on financial and international developments.  In light of the current shortfall of inflation from 2 percent the Committee will carefully monitor actual and expected progress toward its inflation goal.  The Committee expects that economic conditions will evolve in a manner that will warrant only gradual increases in the federal funds rate; the federal funds rate is likely to remain for some time below levels that are expected to prevail in the longer run.  However the actual path of the federal funds rate will depend on the economic outlook as informed by incoming data. The Committee is maintaining its existing policy of reinvesting principal payments from its holdings of agency debt and agency mortgage-backed securities in agency mortgage-backed securities and of rolling over maturing Treasury securities at auction and it anticipates doing so until normalization of the level of the federal funds rate is well under way.  This policy by keeping the Committee's holdings of longer-term securities at sizable levels should help maintain accommodative financial conditions. Voting against the action was Esther L.  George who preferred at this meeting to raise the target range for the federal funds rate to 1/2 to 3/4 percent. 
